お好み焼きびっぐろーど,34.28559,133.12868
中野集落,34.299652,133.099424
嫁いらず観音,34.3051,133.090189
向上寺三重塔,34.306894,133.086691
潮音山山頂,34.307124,133.087077
ル・ブラン,34.304873,133.089041
向栄堂,34.304374,133.08553
居酒屋璃宮,34.304452,133.085814
