1,地殻,34.31473,133.140521
2,地上と地下の間で,34.309106,133.117825
3,飛石,34.306504,133.090957
4,一羽の鳥の為に,34.306056,133.089666
5,海からの贈物,34.305606,133.089758
6,風の中で（瀬戸田）,34.305686,133.089143
7,球を包む幕舎,34.310292,133.083728
8,千里眼,34.280198,133.071712
9,波の翼,34.28799,133.074292
10,うつろひ,34.285783,133.073273
11,寝そべり石,34.284303,133.074324
12,空へ,34.280553,133.073251
13,赤い形,34.28026,133.072811
14,空/海,34.256055,133.082564
15,キャッツダンス,34.26345,133.089956
16,ベルベデールせとだ,34.265924,133.111317
17,塩池,34.266686,133.112047
